betroffene_anlage,primaerenergieart,entry_type,name_technology,matched_id,id_source,method,confidence,needs_review,matched_name,fueltype,capacity_mw,lat,lon,coord_source,mastr_ids,opsd_ids,eic_ids,reasoning,coord_check,check_km
"Lippendorf, Markersbach, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"313,95,270,268",index,multi_plant,high,no,Lippendorf + Psw Markersbach Pss + Schkopau + Schwarze Pumpe,"Hydro,Lignite",5237.2,51.1573,12.8891,index,"SEE904052511746,SEE911219414864,SEE938337436349,SEE939026884250,SEE940802366570,SEE947677200282,SEE952165584195,SEE952672318108,SEE960652233358,SEE966331411864,SEE983006552202,SEE998199911088","BNA0115,BNA0116,BNA0652,BNA0878,BNA0879,BNA0914,BNA0915"," nan, nan},11WD8LIPD1L----P,11WD8MARK1H----7,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 4/4 listed plants matched,,
"Lippendorf, Markersbach, Schkopau",Konventionell,multi_plant,,"313,95,270",index,multi_plant,high,no,Lippendorf + Psw Markersbach Pss + Schkopau,"Hydro,Lignite",3727.2,51.0327,12.4025,index,"SEE904052511746,SEE911219414864,SEE939026884250,SEE940802366570,SEE947677200282,SEE952165584195,SEE960652233358,SEE966331411864,SEE983006552202,SEE998199911088","BNA0115,BNA0116,BNA0652,BNA0878,BNA0879"," nan, nan},11WD8LIPD1L----P,11WD8MARK1H----7,11WD8SCHK1L----O,{nan",multi-plant entry: 3/3 listed plants matched,,
Zolling,Konventionell,individual,,257,index,llm,high,no,Zolling,Hard Coal,472.0,48.455489,11.796122,index,SEE958847865460,BNA1093,11WD2ZOLL0002880,Direct name match to the Zolling hard coal plant.,confirmed,21.8
Farge,Konventionell,individual,,728,index,exact,high,no,Farge,Hard Coal,350.0,53.198738,8.519465,index,SEE904968236689,BNA0147,11WD2FARK000287K,exact name match,confirmed,2.9
"Goldisthal, Schkopau",Konventionell,multi_plant,,"10,270",index,multi_plant,high,no,Psw Goldisthal Pss + Schkopau,"Hydro,Lignite",1952.0,50.9556,11.4804,index,"SEE901345486644,SEE943653719359,SEE945148512650,SEE947677200282,SEE960652233358,SEE974189836364","BNA0350,BNA0878,BNA0879"," nan, nan},11WD8GOLD1H----6,11WD8SCHK1L----O,{nan",multi-plant entry: 2/2 listed plants matched,,
GKW 1,Konventionell,individual,,OPSD-BNA0600b,index,llm,low,yes,G-Kraftwerk,Hard Coal,103.0,51.368872,6.654106,index,,BNA0600b,,"‘G-Kraftwerk’ candidate loosely matches the abbreviation GKW for block 1, though evidence is weak. | coord-check: name geocodes 258 km away",disagree,258.1
GKW 2,Konventionell,individual,,OPSD-BNA0600b,index,llm,low,yes,G-Kraftwerk,Hard Coal,103.0,51.368872,6.654106,index,,BNA0600b,,Same ‘G-Kraftwerk’ candidate is the closest plausible match for block 2 under the GKW abbreviation. | coord-check: name geocodes 348 km away,disagree,348.4
"Boxberg, Lippendorf, Markersbach, Schkopau",Konventionell,multi_plant,,"323,313,95,270",index,multi_plant,high,no,Boxberg + Lippendorf + Psw Markersbach Pss + Schkopau,"Hydro,Lignite",6197.2,51.1278,12.9427,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE939026884250,SEE940802366570,SEE947677200282,SEE952165584195,SEE960652233358,SEE966331411864,SEE968582186379,SEE983006552202,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0652,BNA0878,BNA0879,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8MARK1H----7,11WD8SCHK1L----O,{nan",multi-plant entry: 4/4 listed plants matched,,
"Boxberg, Schkopau",Konventionell,multi_plant,,"323,270",index,multi_plant,high,no,Boxberg + Schkopau,Lignite,3370.0,51.4072,13.257,index,"SEE907389779292,SEE908125004449,SEE947677200282,SEE960652233358,SEE968582186379,SEE985842749525","BNA0122,BNA0123,BNA0124,BNA0878,BNA0879,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8SCHK1L----O,{nan",multi-plant entry: 2/2 listed plants matched,,
Buschhaus,Konventionell,individual,,1246,index,llm,high,no,Buschhaus,Lignite,405.0,52.171764,10.977192,index,,"BNA0439,BNA0438",,Direct name match to the Buschhaus lignite plant.,disagree,208.7
"Goldisthal, Hohenwarte 2, Markersbach",Sonstiges,multi_plant,,"10,95",index,multi_plant,medium,yes,Psw Goldisthal Pss + Psw Markersbach Pss,Hydro,2097.2,50.515,11.945,index,"SEE901345486644,SEE904052511746,SEE911219414864,SEE939026884250,SEE940802366570,SEE943653719359,SEE945148512650,SEE952165584195,SEE974189836364,SEE983006552202","BNA0350,BNA0652"," nan, nan},11WD8GOLD1H----6,11WD8MARK1H----7,{nan",multi-plant entry: 2/3 listed plants matched,,
Reisach,Sonstiges,individual,,123395,index,exact,high,no,Reisach,Solar,0.16029,49.534432,12.276046,index,SEE934400297817,,,exact name match,disagree,107.4
"Boxberg, Goldisthal, Jänschwalde, Schwarze Pumpe",Konventionell,multi_plant,,"323,10,315,268",index,multi_plant,high,no,Boxberg + Psw Goldisthal Pss + Janschwalde + Schwarze Pumpe,"Hydro,Lignite",8032.0,51.3227,13.5938,index,"SEE901345486644,SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE943653719359,SEE945148512650,SEE952672318108,SEE964729462818,SEE968582186379,SEE974189836364,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418","BNA0122,BNA0123,BNA0124,BNA0350,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8GOLD1H----6,11WD8JAEN1L----Z,11WD8SWPU1L----5,{nan",multi-plant entry: 4/4 listed plants matched,,
Tanzmühle,Sonstiges,individual,,1996,index,llm,high,no,Tanzmuhle,Hydro,35.0,49.552216,12.281256,index,,"BNA0946a,BNA0946b,BNA0946c",,Direct name match to 'Tanzmuhle' hydro plant.,disagree,120.2
"Goldisthal, Jänschwalde",Konventionell,multi_plant,,"10,315",index,multi_plant,high,no,Psw Goldisthal Pss + Janschwalde,"Hydro,Lignite",4052.0,51.173,12.7317,index,"SEE901345486644,SEE923943268279,SEE938669585906,SEE943653719359,SEE945148512650,SEE964729462818,SEE974189836364,SEE985047526785,SEE989591633753,SEE991817093418","BNA0350,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790"," nan, nan},11WD8GOLD1H----6,11WD8JAEN1L----Z,{nan",multi-plant entry: 2/2 listed plants matched,,
Lippendorf,Konventionell,individual,,313,index,exact,high,no,Lippendorf,Lignite,1782.0,51.1769265,12.376704,index,"SEE966331411864,SEE998199911088","BNA0116,BNA0115","11WD8LIPD1L----P,{nan, nan}",exact name match,confirmed,23.1
"Boxberg, Jänschwalde, Lippendorf",Konventionell,multi_plant,,"323,315,313",index,multi_plant,high,no,Boxberg + Janschwalde + Lippendorf,Lignite,7252.0,51.4754,13.7978,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938669585906,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,{nan",multi-plant entry: 3/3 listed plants matched,,
"Boxberg, Jänschwalde, Markersbach",Konventionell,multi_plant,,"323,315,95",index,multi_plant,high,no,Boxberg + Janschwalde + Psw Markersbach Pss,"Hydro,Lignite",6515.2,51.2564,13.9656,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE923943268279,SEE938669585906,SEE939026884250,SEE940802366570,SEE952165584195,SEE964729462818,SEE968582186379,SEE983006552202,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418","BNA0122,BNA0123,BNA0124,BNA0652,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8MARK1H----7,{nan",multi-plant entry: 3/3 listed plants matched,,
"Goldisthal, Lippendorf, Schkopau",Konventionell,multi_plant,,"10,313,270",index,multi_plant,high,no,Psw Goldisthal Pss + Lippendorf + Schkopau,"Hydro,Lignite",3734.0,51.0293,11.7792,index,"SEE901345486644,SEE943653719359,SEE945148512650,SEE947677200282,SEE960652233358,SEE966331411864,SEE974189836364,SEE998199911088","BNA0115,BNA0116,BNA0350,BNA0878,BNA0879"," nan, nan},11WD8GOLD1H----6,11WD8LIPD1L----P,11WD8SCHK1L----O,{nan",multi-plant entry: 3/3 listed plants matched,,
"Boxberg, Hohenwarte 2, Lippendorf, Markersbach, Schkopau",Konventionell,multi_plant,,"323,313,95,270",index,multi_plant,medium,yes,Boxberg + Lippendorf + Psw Markersbach Pss + Schkopau,"Hydro,Lignite",6197.2,51.1278,12.9427,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE939026884250,SEE940802366570,SEE947677200282,SEE952165584195,SEE960652233358,SEE966331411864,SEE968582186379,SEE983006552202,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0652,BNA0878,BNA0879,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8MARK1H----7,11WD8SCHK1L----O,{nan",multi-plant entry: 4/5 listed plants matched,,
Jänschwalde,Konventionell,individual,,315,index,llm,high,no,Janschwalde,Lignite,3000.0,51.835981,14.453465,index,"SEE985047526785,SEE938669585906,SEE991817093418,SEE923943268279,SEE989591633753,SEE964729462818","BNA0790,BNA0789,BNA0785,BNA0787,BNA0786,BNA0788","11WD8JAEN1L----Z,{nan, nan, nan, nan, nan, nan}",Direct name match to the Janschwalde lignite plant.,disagree,40.8
Boxberg,Konventionell,individual,,323,index,llm,high,no,Boxberg,Lignite,2470.0,51.41333425,14.563203,index,"SEE985842749525,SEE908125004449,SEE968582186379,SEE907389779292","BNA1404,BNA0124,BNA0122,BNA0123","11WD8BOXB1L----J,{nan, nan, nan, nan}",Direct name match to the Boxberg lignite plant.,disagree,40.4
"Boxberg, Lippendorf, Markersbach, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,313,95,270,268",index,multi_plant,high,no,Boxberg + Lippendorf + Psw Markersbach Pss + Schkopau + Schwarze Pumpe,"Hydro,Lignite",7707.2,51.2085,13.2239,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE938337436349,SEE939026884250,SEE940802366570,SEE947677200282,SEE952165584195,SEE952672318108,SEE960652233358,SEE966331411864,SEE968582186379,SEE983006552202,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0652,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8MARK1H----7,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 5/5 listed plants matched,,
"Lippendorf, Schwarze Pumpe",Konventionell,multi_plant,,"313,268",index,multi_plant,high,no,Lippendorf + Schwarze Pumpe,Lignite,3292.0,51.3541,13.3627,index,"SEE938337436349,SEE952672318108,SEE966331411864,SEE998199911088","BNA0115,BNA0116,BNA0914,BNA0915"," nan},11WD8LIPD1L----P,11WD8SWPU1L----5,{nan",multi-plant entry: 2/2 listed plants matched,,
Schwarze Pumpe,Konventionell,individual,,268,index,exact,high,no,Schwarze Pumpe,Lignite,1510.0,51.531359,14.348723,index,"SEE938337436349,SEE952672318108","BNA0915,BNA0914","11WD8SWPU1L----5,{nan, nan}",exact name match,disagree,32.4
Niederaußem,Konventionell,individual,,312,index,llm,high,no,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001,index,"SEE957229968300,SEE921905907730,SEE983252937631,SEE967605837250,SEE901786750397,SEE930228090937","BNA0705,BNA0709,BNA0710,BNA0707,BNA0706,BNA0713,BNA0708,BNA0712,BNA0711","11WD7NIED-B-KW-5,{nan, nan, nan, nan, nan, nan}",Direct name match to the Niederaussem lignite plant.,confirmed,3.8
Frimmersdorf,Konventionell,individual,,724,index,llm,high,no,Frimmersdorf,Lignite,562.0,51.052199,6.578014,index,"SEE992750539261,SEE999431209765","BNA0312,BNA0313,BNA0306,BNA0311,BNA0305,BNA0308,BNA0310,BNA0314,BNA0307,BNA0302,BNA0303,BNA0304,BNA0309","{nan, nan}",Direct name match to the Frimmersdorf lignite plant.,confirmed,6.2
Waldeck 1,Sonstiges,individual,,29,index,llm,high,no,Waldeck,Hydro,555.0,51.16743333333333,9.046336666666669,index,"SEE933021962319,SEE996080766151,SEE998534788504","BNA0228,BNA0229","11WD2W2--0002757,{nan, nan, nan}","Waldeck 1 corresponds to the same Waldeck pumped-storage plant, id=29.",disagree,49.7
"Boxberg, Lippendorf, Rostock, Schkopau",Konventionell,multi_plant,,"323,313,270",index,multi_plant,medium,yes,Boxberg + Lippendorf + Schkopau,Lignite,5152.0,51.3305,12.9636,index,"SEE907389779292,SEE908125004449,SEE947677200282,SEE960652233358,SEE966331411864,SEE968582186379,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0878,BNA0879,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8SCHK1L----O,{nan",multi-plant entry: 3/4 listed plants matched,,
"Boxberg, Lippendorf, Rostock, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,313,270,268",index,multi_plant,medium,yes,Boxberg + Lippendorf + Schkopau + Schwarze Pumpe,Lignite,6662.0,51.3807,13.3099,index,"SEE907389779292,SEE908125004449,SEE938337436349,SEE947677200282,SEE952672318108,SEE960652233358,SEE966331411864,SEE968582186379,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 4/5 listed plants matched,,
Amprion NR BK,Sonstiges,individual,,272,index,llm,medium,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}","‘NR’ plausibly abbreviates Neurath, a major Amprion-area lignite plant with block designations.",no_geocode,
"Lippendorf, Rostock",Konventionell,multi_plant,,313,index,multi_plant,medium,yes,Lippendorf,Lignite,1782.0,51.1769,12.3767,index,"SEE966331411864,SEE998199911088","BNA0115,BNA0116"," nan},11WD8LIPD1L----P,{nan",multi-plant entry: 1/2 listed plants matched,,
HKV,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,No candidate name or abbreviation aligns clearly with ‘HKV’.,,
"Boxberg, Lippendorf",Konventionell,multi_plant,,"323,313",index,multi_plant,high,no,Boxberg + Lippendorf,Lignite,4252.0,51.2951,13.47,index,"SEE907389779292,SEE908125004449,SEE966331411864,SEE968582186379,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,{nan",multi-plant entry: 2/2 listed plants matched,,
"verteilt auf KW-Blöcke GK West1 /2, Walsum 9 undWeiher 3",Konventionell,multi_plant,,,,,,no,,,,,,none,,,,,,
"verteilt auf die KW-Blöcke GK West 1/2, Weiher 3 und Walsum 9",Konventionell,multi_plant,,,,,,no,,,,,,none,,,,,,
Irsching 4,Konventionell,individual,,721,index,exact,high,no,Irsching,Natural Gas,1722.0,48.767533,11.580019,index,"SEE915883553447,SEE948129095272,SEE924780675428,SEE973737205324,SEE915432109163","BNA0995,BNA0994","11WD2IRSC000179N,{nan, nan, nan, nan, nan}",exact name match,confirmed,3.9
"Boxberg, Lippendorf, Schwarze Pumpe",Konventionell,multi_plant,,"323,313,268",index,multi_plant,high,no,Boxberg + Lippendorf + Schwarze Pumpe,Lignite,5762.0,51.3739,13.7629,index,"SEE907389779292,SEE908125004449,SEE938337436349,SEE952672318108,SEE966331411864,SEE968582186379,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8SWPU1L----5,{nan",multi-plant entry: 3/3 listed plants matched,,
"Boxberg, Markersbach",Konventionell,multi_plant,,"323,95",index,multi_plant,high,no,Boxberg + Psw Markersbach Pss,"Hydro,Lignite",3515.2,50.9667,13.7216,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE939026884250,SEE940802366570,SEE952165584195,SEE968582186379,SEE983006552202,SEE985842749525","BNA0122,BNA0123,BNA0124,BNA0652,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8MARK1H----7,{nan",multi-plant entry: 2/2 listed plants matched,,
Markersbach,Sonstiges,individual,,95,index,llm,high,no,Psw Markersbach Pss,Hydro,1045.1999999999998,50.52,12.88,index,"SEE940802366570,SEE939026884250,SEE952165584195,SEE911219414864,SEE904052511746,SEE983006552202",BNA0652,"11WD8MARK1H----7,{nan, nan, nan, nan, nan, nan}",Direct name match to the Markersbach pumped-storage plant.,confirmed,14.8
Bl. C,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,‘Block C’ is too generic to identify a specific plant among the candidates.,,
Bl.C,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,‘Block C’ is too generic to identify a specific plant among the candidates.,,
B,Sonstiges,individual,,,,llm,none,yes,,,,,,none,,,,Single-letter designation ‘B’ gives no reliable link to any specific candidate.,,
Ems D,Konventionell,individual,,61132,index,llm,medium,no,Emden Dampfturbine,Natural Gas,433.0,53.34007,7.207285,index,SEE907597880766,,,"‘Ems D’ likely abbreviates ‘Emden Dampfturbine’, a natural gas unit fitting the Amprion gas-fired designation.",confirmed,27.4
EMS B,Konventionell,individual,,1157,index,llm,low,yes,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}","‘EMS B’ plausibly refers to a block of the Emsland natural gas plant, though the match is uncertain. | coord-check: name geocodes 106 km away",disagree,106.0
Emsland C,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland is a gas-fired plant with multiple blocks (A-D); block C falls under the single Emsland entry.,confirmed,10.7
"Boxberg, Markersbach, Schwarze Pumpe",Konventionell,multi_plant,,"323,95,268",index,multi_plant,high,no,Boxberg + Psw Markersbach Pss + Schwarze Pumpe,"Hydro,Lignite",5025.2,51.1549,13.9306,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE938337436349,SEE939026884250,SEE940802366570,SEE952165584195,SEE952672318108,SEE968582186379,SEE983006552202,SEE985842749525","BNA0122,BNA0123,BNA0124,BNA0652,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8MARK1H----7,11WD8SWPU1L----5,{nan",multi-plant entry: 3/3 listed plants matched,,
Emsland B,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}","Emsland B is a block of the Emsland gas power plant, matching the single Emsland candidate.",confirmed,10.7
"Boxberg, Jänschwalde, Schkopau",Konventionell,multi_plant,,"323,315,270",index,multi_plant,high,no,Boxberg + Janschwalde + Schkopau,Lignite,6370.0,51.5501,13.6558,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938669585906,SEE947677200282,SEE960652233358,SEE964729462818,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418","BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8SCHK1L----O,{nan",multi-plant entry: 3/3 listed plants matched,,
Knepper,Konventionell,individual,,1247,index,llm,high,no,Gustav Knepper,Hard Coal,363.9,51.5685,7.349061,index,,BNA0203,,Gustav Knepper power plant is commonly referred to simply as 'Knepper'.,confirmed,15.8
"Jänschwalde, Lippendorf",Konventionell,multi_plant,,"315,313",index,multi_plant,high,no,Janschwalde + Lippendorf,Lignite,4782.0,51.5065,13.4151,index,"SEE923943268279,SEE938669585906,SEE964729462818,SEE966331411864,SEE985047526785,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790"," nan, nan},11WD8JAEN1L----Z,11WD8LIPD1L----P,{nan",multi-plant entry: 2/2 listed plants matched,,
Grohnde,Konventionell,individual,,3286,index,exact,high,no,Grohnde Kwg,Nuclear,1360.0,52.0352,9.413333,index,SEE930752846949,BNA0251,,exact name match,confirmed,11.7
Brokdorf,Konventionell,individual,,3323,index,exact,high,no,Brokdorf Kbr,Nuclear,1410.0,53.85083,9.34472,index,SEE951462745445,BNA0157,,exact name match,confirmed,0.4
"Boxberg, Hohenwarte 2, Lippendorf",Konventionell,multi_plant,,"323,313",index,multi_plant,medium,yes,Boxberg + Lippendorf,Lignite,4252.0,51.2951,13.47,index,"SEE907389779292,SEE908125004449,SEE966331411864,SEE968582186379,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,{nan",multi-plant entry: 2/3 listed plants matched,,
